pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,office7,candidate7_1,candidate7_2,office8,candidate8_1,office9,candidate9_1,candidate9_2,office10,candidate10_1,office11,candidate11_1
WAKE-20221108-SAMPLE-U-B0122-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0122-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILKES-20221108-SAMPLE-E-B0001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WILKES-20221108-SAMPLE-E-B0001-GEN.pdf,NC Superior Court Judge District 23 - Seat 1,Michael D. Duncan,- VOTE BOTH SIDES -,,NC District Court Judge District 23 - Seat 1,Robert (Rob) Crumpton,,NC District Court Judge District 23 - Seat 2,William (Bill) Brooks,,NC District Court Judge District 23 - Seat 3,Laura Byrd Luffman,,,,,,,,,,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0071-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0071-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0109-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0109-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0104-809-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0104-809-GEN.pdf,NC District Court Judge District 21 - Seat 2,Fred Adams,,,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
WAYNE-20221108-SAMPLE-E-B0008-05_01-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0008-05_01-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
WATAUGA-20221108-SAMPLE-U-B0001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WATAUGA-20221108-SAMPLE-U-B0001-GEN.pdf,NC District Court Judge District 24 - Seat 1,Matt Rupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONSLOW-20221108-SAMPLE-V-B0016-NE22B_-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/ONSLOW-20221108-SAMPLE-V-B0016-NE22B_-GEN.pdf,NC Superior Court Judge District 4 -Seat 2,Bob Roupe,Republican Party,,NC District Court Judge District 4 -Seat 1,Mario White,Democratic Party,NC District Court Judge District 4 -Seat 2,Morgan H. Swinson,,,,,,,,,,,,,,,,,,,,,
ONSLOW-20221108-SAMPLE-V-B0005-EN03_-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/ONSLOW-20221108-SAMPLE-V-B0005-EN03_-GEN.pdf,NC Superior Court Judge District 4 -Seat 2,Bob Roupe,Republican Party,,NC District Court Judge District 4 -Seat 1,Mario White,Democratic Party,NC District Court Judge District 4 -Seat 2,Morgan H. Swinson,,,,,,,,,,,,,,,,,,,,,
WAYNE-20221108-SAMPLE-E-B0045-23_01-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0045-23_01-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0028-066-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0028-066-GEN.pdf,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0102-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0102-GEN.pdf,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,
WAYNE-20221108-SAMPLE-E-B0012-06_07-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0012-06_07-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
LENOIR-20221108-SAMPLE-E-B0014-NEUSE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/LENOIR-20221108-SAMPLE-E-B0014-NEUSE-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0026-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0026-GEN.pdf,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,
MECKLENBURG-20221108-SAMPLE-E-B0036-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0036-GEN.pdf,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,
ONSLOW-20221108-SAMPLE-V-B0022-TL06_-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/ONSLOW-20221108-SAMPLE-V-B0022-TL06_-GEN.pdf,NC Superior Court Judge District 4 -Seat 2,Bob Roupe,Republican Party,,NC District Court Judge District 4 -Seat 1,Mario White,Democratic Party,NC District Court Judge District 4 -Seat 2,Morgan H. Swinson,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0094-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0094-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0084-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0084-GEN.pdf,NC Superior Court Judge District 12C - Seat 2,George R. (Robby) Hicks,Mark Sternlicht,,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0098-803-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0098-803-GEN.pdf,NC District Court Judge District 21 - Seat 2,Fred Adams,,,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0016-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0016-GEN.pdf,NC Superior Court Judge District 10A - Seat 1,Paul C. Ridgeway,,,NC District Court Judge District 10E - Seat 1,Sam Hamadani,,NC District Court Judge District 10E - Seat 2,Louis Meyer,,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0006-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0006-GEN.pdf,NC District Court Judge District 10A - Seat 1,Rashad Hauter,,,NC District Court Judge District 10A - Seat 3 Unexpired term ending 2025,Cynthia Baddour Kenney,,,,,,,,,,,,,,,,,,,,,,,,
SAMPSON-20221108-SAMPLE-U-B0040-ROWAN-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/SAMPSON-20221108-SAMPLE-U-B0040-ROWAN-GEN.pdf,NC Superior Court Judge District 4 - Seat 2,Bob Roupe,,,NC District Court Judge District 4 - Seat 1,Mario White,,NC District Court Judge District 4 - Seat 2,Morgan H. Swinson,,,,,,,,,,,,,,,,,,,,,
NASH-20221108-SAMPLE-E-B0017-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/NASH-20221108-SAMPLE-E-B0017-GEN.pdf,NC District Court Judge District 7 - Seat 1,Pell Cooper,,,NC District Court Judge District 7 - Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,,,
NASH-20221108-SAMPLE-E-B0007-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/NASH-20221108-SAMPLE-E-B0007-GEN.pdf,NC District Court Judge District 7 - Seat 1,Pell Cooper,,,NC District Court Judge District 7 - Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0074-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0074-GEN.pdf,NC Superior Court Judge District 10A - Seat 1,Paul C. Ridgeway,,,NC District Court Judge District 10D - Seat 4 Unexpired term ending 2025,Rhonda Graham Young,,NC District Court Judge District 10D - Seat 1,Margaret Eagles,,NC District Court Judge District 10D - Seat 2,J. Brian Ratledge,,NC District Court Judge District 10D - Seat 3,Ned W. Mangum,,,,,,,,,,,,,,,
WAYNE-20221108-SAMPLE-E-B0016-08_03-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0016-08_03-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0064-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0064-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0077-506-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0077-506-GEN.pdf,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0044-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0044-GEN.pdf,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,
ANSON-20221108-SAMPLE-U-B0016-POLKTON-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/ANSON-20221108-SAMPLE-U-B0016-POLKTON-GEN.pdf,NC District Court Judge District 16A - Seat 3,Chevonne Wallace,,,NC District Court Judge District 16A - Seat 1,Chris Rhue,,,,,,,,,,,,,,,,,,,,,,,,
WAYNE-20221108-SAMPLE-E-B0024-11_05-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0024-11_05-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0054-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0054-GEN.pdf,NC Superior Court Judge District 26B - Seat 1,Matt Osman,Kimberly Best,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
ONSLOW-20221108-SAMPLE-V-B0006-FS16_-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/ONSLOW-20221108-SAMPLE-V-B0006-FS16_-GEN.pdf,NC Superior Court Judge District 4 -Seat 2,Bob Roupe,Republican Party,,NC District Court Judge District 4 -Seat 1,Mario White,Democratic Party,NC District Court Judge District 4 -Seat 2,Morgan H. Swinson,Republican Party,,,,,,,,,,,,,,,,,,,,
MOORE-20221108-SAMPLE-U-B0002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MOORE-20221108-SAMPLE-U-B0002-GEN.pdf,NC District Court Judge District 19D - Seat 2,Beth Tanner,,,NC District Court Judge District 19D - Seat 5,Regina M. Joe,,NC District Court Judge District 19D - Seat 1,Warren McSweeney,,,,,,,,,,,,,,,,,,,,,
VANCE-20221108-SAMPLE-E-B0026-NH1_03-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0026-NH1_03-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLEGHANY-20221108-SAMPLE-E-B0001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/ALLEGHANY-20221108-SAMPLE-E-B0001-GEN.pdf,NC Superior Court Judge District 23 - Seat 1,Michael D. Duncan,- VOTE BOTH SIDES -,,NC District Court Judge District 23 - Seat 1,Robert (Rob) Crumpton,,NC District Court Judge District 23 - Seat 2,William (Bill) Brooks,,NC District Court Judge District 23 - Seat 3,Laura Byrd Luffman,,,,,,,,,,,,,,,,,,
DURHAM-20221108-SAMPLE-U-B0001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/DURHAM-20221108-SAMPLE-U-B0001-GEN.pdf,NC Superior Court Judge District 14B - Seat 1,Brian C. Wilks,,,NC District Court Judge District 14 - Seat 4,Dorothy Hairston Mitchell,,NC District Court Judge District 14 - Seat 5,Clayton Jones,,NC District Court Judge District 14 - Seat 6,Amanda L. Maris,,NC District Court Judge District 14 - Seat 1,Dave Hall,,NC District Court Judge District 14 - Seat 2,Doretta L. Walker,NC District Court Judge District 14 - Seat 3,Kevin E. Jones,,,,,,,,,,
DURHAM-20221108-SAMPLE-U-B0011-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/DURHAM-20221108-SAMPLE-U-B0011-GEN.pdf,NC District Court Judge District 14 - Seat 5,Clayton Jones,,,NC District Court Judge District 14 - Seat 6,Amanda L. Maris,,NC District Court Judge District 14 - Seat 1,Dave Hall,,NC District Court Judge District 14 - Seat 2,Doretta L. Walker,,NC District Court Judge District 14 - Seat 3,Kevin E. Jones,,NC District Court Judge District 14 - Seat 4,Dorothy Hairston Mitchell,,,,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0012-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0012-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
GUILFORD-20221108-SAMPLE-E-B0005-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/GUILFORD-20221108-SAMPLE-E-B0005-GEN.pdf,NC District Court Judge District 18 - Seat 1,Marc Ross Tyrey,,,NC District Court Judge District 18 - Seat 2,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0029-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0029-GEN.pdf,NC District Court Judge District 10A - Seat 1,Rashad Hauter,,,NC District Court Judge District 10A - Seat 3 Unexpired term ending 2025,Cynthia Baddour Kenney,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20221108-SAMPLE-E-B0015-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/GUILFORD-20221108-SAMPLE-E-B0015-GEN.pdf,NC District Court Judge District 18 - Seat 1,Marc Ross Tyrey,,,NC District Court Judge District 18 - Seat 2,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0039-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0039-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0002-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0089-703-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0089-703-GEN.pdf,NC Superior Court Judge District 21A - Seat 1,Richard S. Gottlieb,,,NC Superior Court Judge District 21A - Seat 2,Aaron J. Berlin,- VOTE BOTH SIDES -,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,NC District Court Judge District 21 - Seat 4,George Cleland,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0019-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0019-GEN.pdf,NC Superior Court Judge District 26A - Seat 1,"Donald Cureton, Jr.",Paulina N. Havelka,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
